f_Hz,Round_p_centre_0deg_dB,Round_p_centre_15deg_dB,Round_p_centre_30deg_dB,Round_p_centre_45deg_dB,Round_p_centre_60deg_dB,Round_p_centre_75deg_dB,Round_p_centre_90deg_dB,Round_p_centre_120deg_dB,Round_p_centre_150deg_dB,Round_p_centre_180deg_dB,Round_p_FP_0deg_dB,Round_p_FP_15deg_dB,Round_p_FP_30deg_dB,Round_p_FP_45deg_dB,Round_p_FP_60deg_dB,Round_p_FP_75deg_dB,Round_p_FP_90deg_dB,Round_p_FP_120deg_dB,Round_p_FP_150deg_dB,Round_p_FP_180deg_dB,Round_p_avg_0deg_dB,Round_p_avg_15deg_dB,Round_p_avg_30deg_dB,Round_p_avg_45deg_dB,Round_p_avg_60deg_dB,Round_p_avg_75deg_dB,Round_p_avg_90deg_dB,Round_p_avg_120deg_dB,Round_p_avg_150deg_dB,Round_p_avg_180deg_dB,Flat_p_centre_0deg_dB,Flat_p_centre_15deg_dB,Flat_p_centre_30deg_dB,Flat_p_centre_45deg_dB,Flat_p_centre_60deg_dB,Flat_p_centre_75deg_dB,Flat_p_centre_90deg_dB,Flat_p_centre_120deg_dB,Flat_p_centre_150deg_dB,Flat_p_centre_180deg_dB,Flat_p_FP_0deg_dB,Flat_p_FP_15deg_dB,Flat_p_FP_30deg_dB,Flat_p_FP_45deg_dB,Flat_p_FP_60deg_dB,Flat_p_FP_75deg_dB,Flat_p_FP_90deg_dB,Flat_p_FP_120deg_dB,Flat_p_FP_150deg_dB,Flat_p_FP_180deg_dB,Flat_p_avg_0deg_dB,Flat_p_avg_15deg_dB,Flat_p_avg_30deg_dB,Flat_p_avg_45deg_dB,Flat_p_avg_60deg_dB,Flat_p_avg_75deg_dB,Flat_p_avg_90deg_dB,Flat_p_avg_120deg_dB,Flat_p_avg_150deg_dB,Flat_p_avg_180deg_dB
168.179283050743,0.743163666157721,0.717606684406614,0.641530962560536,0.513773104024295,0.329697893682512,0.0951615187051167,-0.145795934930939,-0.322313549005312,-0.0336572428553376,0.151166468059783,0.736816763595316,0.71208684300914,0.638381748591164,0.51413770884913,0.333891917544287,0.102300578715071,-0.137648592988431,-0.317633682318728,-0.0339506221356693,0.148677484793658,0.648748464124073,0.741523727176092,0.778310372629062,0.746349759499932,0.627072908633344,0.404543768465224,0.0954509688873977,-0.425961358500021,-0.310600151354425,0.0441685607312159,0.781147741374427,0.753080844826383,0.668213670303475,0.523827971611754,0.318507687636194,0.0683243259011781,-0.172213203337325,-0.316294639391822,-0.0193651141375534,0.16212293470895,0.775075668240039,0.747905737580774,0.665570146352792,0.524820658138954,0.323279330586778,0.0757994534495023,-0.164022077876782,-0.311755384109389,-0.0197291711225414,0.159581073016755,0.685644840797914,0.777674981916922,0.807347328056784,0.760021631325252,0.618655376669457,0.375885629655256,0.0606004415517857,-0.426562641520571,-0.293209732552948,0.0553075254706076
178.179743628068,0.793242245209462,0.766846520223032,0.689831324564846,0.563393061458446,0.380593862903313,0.13834242518905,-0.126174353350352,-0.350222993301265,-0.0372875004631779,0.169706920467381,0.785802873612243,0.760265708835557,0.685745574477721,0.563113505066774,0.384643804590359,0.145926904864461,-0.117175371146575,-0.344963372510759,-0.037638175238242,0.166906717017136,0.68839952662548,0.790110365724171,0.83538212973476,0.813753878739099,0.705320587191272,0.484957174850545,0.156788880956376,-0.450473577656971,-0.346694674497978,0.0496169189464517,0.839691565115234,0.811742555413171,0.727782551762996,0.584865276350726,0.377081169728948,0.112516858022852,-0.156829559639203,-0.345771394096497,-0.0215442258486413,0.181873997538227,0.83222719198869,0.805242280612772,0.724040479710607,0.585190370187993,0.381796295872654,0.120553568308962,-0.147718584326765,-0.340668664090581,-0.0219735715973784,0.179015686294841,0.734748771776308,0.836322394765508,0.876224707347264,0.839892697369177,0.7064927900452,0.459369581413574,0.118276521862154,-0.454547933684495,-0.32763453537941,0.0619847938523678
188.774862536339,0.845685068964258,0.817214538364108,0.736585749400498,0.610071720111283,0.430802457838453,0.185594701503653,-0.0999746847805932,-0.378762063438422,-0.041162527054105,0.190624250539192,0.837273490421815,0.809668717724992,0.731587776425895,0.609079356837764,0.434590022719891,0.193546824810564,-0.0901042790963196,-0.372853609763648,-0.0415817775391023,0.18747387351656,0.728283039215072,0.838630029716869,0.890411540264975,0.877940872333999,0.782758545858523,0.570640461569061,0.228974285580509,-0.471443916688252,-0.386561583776974,0.0558387192017407,0.896271621271029,0.867932525477291,0.784236616592743,0.6439376068891,0.437512049232142,0.162898636879522,-0.134509261003665,-0.376601049944084,-0.0239058235935227,0.204081021013428,0.887394815056709,0.860062792469969,0.779291911406681,0.64343734032966,0.442019781559236,0.171430379471066,-0.12443530044004,-0.370865324167763,-0.0244123929553806,0.200867007927701,0.780251334842926,0.891435342358541,0.941319772590409,0.917269391539826,0.796114586693403,0.550808378632083,0.187893594752744,-0.480068006761102,-0.365783417284845,0.0695156771923564
200,0.905943302446826,0.873476352466783,0.784556236295113,0.653910788089638,0.478695667728725,0.2356467655821,-0.066830477965553,-0.407358833905667,-0.0452344907962895,0.21426826573806,0.896782063312211,0.865167592724444,0.77877278206972,0.652205228246208,0.482116458858426,0.243865490361228,-0.0560925629054963,-0.400726645421392,-0.0457358265124971,0.21072403158585,0.773265358449087,0.891482169966177,0.945989615951865,0.938876895847067,0.857311546095373,0.659466709746543,0.31176286999537,-0.48712335250034,-0.430457975847161,0.0629864499456279,0.953475893245142,0.923594702736499,0.837876670936593,0.69965574212247,0.497927971993897,0.218727396816448,-0.104402154724911,-0.408368291300246,-0.0264014569629574,0.229109251720757,0.94328672250487,0.914423844100133,0.831709999348018,0.698208542504055,0.502065698290357,0.227654929520133,-0.0933429976424481,-0.401922762054929,-0.0269994626868897,0.22549547043708,0.824114974210418,0.944551992236142,1.00267908846377,0.990436810048271,0.884982561520598,0.648537147517751,0.269870756778046,-0.501518697331256,-0.407919272133527,0.0780683914352477
211.892618871859,0.981927071498598,0.942924895127942,0.838914474481748,0.696617010849602,0.523007307949804,0.286791182840258,-0.0267435684121462,-0.435272052662495,-0.049456645192915,0.241021002441513,0.972300588632399,0.934134956975262,0.832580041302715,0.69429362800396,0.525993718141851,0.295157686474241,-0.0151717557600523,-0.427836269590385,-0.0500561478538586,0.237034133235673,0.83075907704078,0.955582345722913,1.00707487612173,0.998172475600703,0.927319447395382,0.748732551516177,0.404145209549895,-0.495458235427781,-0.478652360130442,0.071219708079127,1.01655387640908,0.983171023890382,0.890903857534601,0.75149685982721,0.556327251891392,0.278747838676697,-0.0658705846516187,-0.44048006234292,-0.0289618490587725,0.257383254286484,1.00529011913089,0.972904293856343,0.88361584845402,0.749050587791651,0.559937478462831,0.287938904127247,-0.0538329220520584,-0.433240864909787,-0.0296682016283534,0.253320355655392,0.870859957542236,0.999627034746086,1.06221909064617,1.05857787306085,0.970406627578282,0.750139015266438,0.363979780357758,-0.516936876345136,-0.454294729275677,0.0878457121918074
224.492409661875,1.08323700554317,1.03489316751965,0.907408589138699,0.742128000299819,0.56332190142583,0.336966835664917,0.0197678177379739,-0.461590215817372,-0.0538114971019174,0.2712721501821,1.07338613341388,1.02589748015248,0.900830988064355,0.7393944262996,0.565871305458779,0.345355447203904,0.0321053651723604,-0.45326753595412,-0.0545281100575309,0.26678852381486,0.910169914468883,1.0399491609181,1.08112322698292,1.05967446216203,0.992070887731968,0.83530214850525,0.504168641210042,-0.494151969251975,-0.53145085264928,0.0806769324869002,1.09381235750972,1.0541318853665,0.948164159298754,0.80048899165308,0.610901904982977,0.341162872844246,-0.0186369735464383,-0.472142672085372,-0.0315117138859327,0.289377294486899,1.08182512890174,1.0431019646498,0.939996724630809,0.797097779312491,0.613856864257944,0.350455910643317,-0.00566474463534175,-0.464019702851598,-0.0323464470832741,0.284810259699064,0.9280875877309,1.06359819921753,1.12445065365307,1.12246338102762,1.04991746826389,0.852449478197176,0.469120687820296,-0.524023730989208,-0.505167276827115,0.0990717896971982
237.841423000544,1.21915690064721,1.15910825809285,0.999727226461374,0.797024570140796,0.600693109007496,0.383947947049493,0.0715202143634644,-0.485247323364417,-0.0583534687331659,0.305380248848131,1.20910131753776,1.15001637769434,0.993189551912652,0.794188117760141,0.602897553800679,0.392244018967986,0.0845185657844931,-0.475953248329149,-0.0592091612908589,0.300340310524701,1.02114311931189,1.15416576201055,1.17741267999322,1.12980212828164,1.05245903976401,0.915892993932107,0.60880636914769,-0.480783865394817,-0.589235145783672,0.0914323133220238,1.1962140939442,1.14686164034105,1.01763626331826,0.849987749390548,0.66051891158291,0.403666330418539,0.0370369157325566,-0.502353051257263,-0.034002662089918,0.325588566056334,1.18386827876182,1.13545304561951,1.00895546176967,0.845842809595232,0.662752963790174,0.412879869619215,0.0508548608049784,-0.493251553030597,-0.0349892977276878,0.320456481207897,1.00632234057767,1.14636295470371,1.19694316059207,1.18521573698072,1.12180840910587,0.951657253218114,0.583102717617461,-0.520227027210563,-0.560833977040311,0.111961106738341
251.984209978975,1.39541466668292,1.32273365541004,1.1256330952538,0.870359180662504,0.638324020359069,0.425682931431289,0.126547118683385,-0.50505331926232,-0.0632602244498123,0.343625218610177,1.38473651039467,1.31327638896961,1.11922194237931,0.867761358771281,0.640392647227124,0.433808917248416,0.140066959889419,-0.494705128775336,-0.0642799540620399,0.337964064354067,1.17048512389157,1.30552314881684,1.30515435667236,1.21724942129727,1.11167230006232,0.987552020932849,0.71392357713969,-0.452985898963232,-0.652502028669636,0.103443493312178,1.33559291726283,1.27331086029824,1.11018866639877,0.906360181970632,0.705371032576301,0.463569645845165,0.100150414731328,-0.52991022774294,-0.0364685052726443,0.366489009751788,1.32306843447644,1.26178880550945,1.10139585175748,0.901795636697778,0.706918625201521,0.472519321305708,0.114674953172621,-0.519733263218281,-0.0376342567213093,0.360725082989111,1.1175671396466,1.25958686365304,1.29006581718506,1.25295046048929,1.18585661785339,1.04354481574603,0.702466622889243,-0.502896625976785,-0.621688597417012,0.12666525466195
266.967970834007,1.61055369477845,1.52668468023605,1.29179507114186,0.972438293815823,0.682138859052774,0.460833271280454,0.182064185848131,-0.519727543604103,-0.0688756632898955,0.386168729726439,1.59822825892982,1.51602061131114,1.2851834724587,0.970317162250844,0.684396939058853,0.468783251057199,0.195941141643122,-0.508247922721653,-0.070087087473879,0.379816298634684,1.35841616740119,1.4953500714748,1.47034149696669,1.33160480608163,1.17571147903331,1.04837051984881,0.814404907931441,-0.408662342494619,-0.721880374604914,0.116506746352272,1.5211747372625,1.44396688791822,1.2380020084757,0.979207369838174,0.747769749582859,0.518069171474205,0.168770953320053,-0.553447617562716,-0.0391006542400459,0.412457903917136,1.50818753042199,1.43221383544943,1.2293463168543,0.974651527485319,0.748802024251714,0.526594559870344,0.183811881795462,-0.542099435691875,-0.0404763451688362,0.405989771943684,1.27212958352292,1.41385876679417,1.41542086369785,1.33491556919498,1.2441865433912,1.12392811507963,0.822399074112131,-0.469513227970164,-0.688294198897166,0.143199742440967
282.842712474619,1.85363880861555,1.76274936196867,1.49806627790122,1.11225424765923,0.740922259680468,0.489554292575628,0.234591559538787,-0.527912117762469,-0.0757141522964848,0.433052174175615,1.83802189238406,1.74939984119004,1.4903333055224,1.11054181753817,0.743763082724277,0.497434324100892,0.248654848832673,-0.51523340147189,-0.0771471273483864,0.425933383679465,1.57576983683829,1.71598057671619,1.67208793761499,1.480636207657,1.25335002770558,1.09845553173256,0.904518618683482,-0.346222257849374,-0.798086822292819,0.130249669980688,1.75497997064882,1.66341089069763,1.41126183606978,1.08056497059809,0.792965679933446,0.564720721698051,0.239897881992765,-0.571474946894502,-0.0423279302851047,0.46371050679709,1.74051437919879,1.65064174435106,1.40256590567033,1.07640420870735,0.793810541641955,0.57272403544439,0.255220519144797,-0.558865112201131,-0.0439475179991418,0.4564607884108,1.47404496702108,1.61435269585796,1.58258836376998,1.44256386224983,1.30212826519826,1.18937198236086,0.936806546751431,-0.417966341052705,-0.76144617667323,0.161366330153496
299.661415375336,2.10519647939401,2.01348855612285,1.73489677085359,1.29387110782779,0.825551557847297,0.514505522576394,0.280322681313131,-0.528137118076973,-0.0843876450411987,0.484269997513642,2.08423940232673,1.99548858422873,1.72449429094875,1.29198247586757,0.829316594795721,0.52257082103384,0.294424901735301,-0.51420641044663,-0.0860736986955417,0.476304570714196,1.80414454358461,1.95032031475597,1.90010702438404,1.66663046464224,1.35500252585629,1.1410707951282,0.978591128394491,-0.26479366176264,-0.881777388440353,0.144199374185361,2.02793046057553,1.9259602049787,1.6335548788706,1.22251251311071,0.849719282797804,0.602205900105874,0.309463810498231,-0.582401280384565,-0.0468652835346645,0.520257587591416,2.01012928232669,1.91055416176099,1.62393767908147,1.21885558787663,0.850838122735237,0.609703007541355,0.32480625357856,-0.568449407219517,-0.0487649606878361,0.512144495650584,1.71669860816708,1.85635187060282,1.79460265553232,1.58700901547437,1.36871868577406,1.23825719745831,1.03863257010023,-0.346831207885873,-0.842176476420678,0.180706126542371
317.48021039364,2.34240236281015,2.25625472893245,1.98384712944641,1.51303379154124,0.946863748134741,0.541929192426407,0.315819508178514,-0.518725628018795,-0.0954297763155658,0.539944207201511,2.31408636830464,2.23153201320387,1.96878899379128,1.50975000700949,0.951644830160518,0.550597678240983,0.329877568445881,-0.503511680519159,-0.097401921357973,0.531045968205525,2.02029265542607,2.17543177864548,2.13522797928877,1.88312251661653,1.49005040519655,1.18362669293877,1.032035167738,-0.164415598072082,-0.973279019656953,0.157951838781522,2.31914422009281,2.21384310418405,1.89768987153664,1.4131154970219,0.930114476370048,0.631463754976937,0.372584730117107,-0.584495083018724,-0.0536762123154576,0.581950353638189,2.29547570512739,2.19342893375727,1.88543159268116,1.40950353816497,0.931999161711778,0.638642892593793,0.387688859253175,-0.569136318934533,-0.0558932471013053,0.572888014675307,1.98117632436933,2.12301939267685,2.04382429816874,1.7748489121565,1.45621808824455,1.27221178735747,1.12051230217286,-0.255583825967059,-0.93163064558413,0.200538426704993
