 frequency       v(/u_vc)        v(/u_vc)        v(/u_d)         v(/u_d)        
 2.75422870e+02  2.12869923e-03 -5.43314119e-02  2.12870020e-03 -5.43314913e-02 
 2.78612117e+02  2.07693218e-03 -5.36677143e-02  2.07693315e-03 -5.36677946e-02 
 2.81838293e+02  2.02649991e-03 -5.30130910e-02  2.02650087e-03 -5.30131722e-02 
 2.85101827e+02  1.97736447e-03 -5.23673846e-02  1.97736543e-03 -5.23674667e-02 
 2.88403150e+02  1.92948917e-03 -5.17304414e-02  1.92949013e-03 -5.17305245e-02 
 2.91742701e+02  1.88283851e-03 -5.11021117e-02  1.88283947e-03 -5.11021958e-02 
 2.95120923e+02  1.83737814e-03 -5.04822490e-02  1.83737909e-03 -5.04823340e-02 
 2.98538262e+02  1.79307479e-03 -4.98707105e-02  1.79307574e-03 -4.98707964e-02 
 3.01995172e+02  1.74989628e-03 -4.92673566e-02  1.74989723e-03 -4.92674435e-02 
 3.05492111e+02  1.70781143e-03 -4.86720510e-02  1.70781238e-03 -4.86721390e-02 
 3.09029543e+02  1.66679006e-03 -4.80846607e-02  1.66679100e-03 -4.80847497e-02 
 3.12607937e+02  1.62680292e-03 -4.75050556e-02  1.62680386e-03 -4.75051455e-02 
 3.16227766e+02  1.58782169e-03 -4.69331084e-02  1.58782262e-03 -4.69331994e-02 
 3.19889511e+02  1.54981890e-03 -4.63686950e-02  1.54981983e-03 -4.63687870e-02 
 3.23593657e+02  1.51276797e-03 -4.58116938e-02  1.51276890e-03 -4.58117868e-02 
 3.27340695e+02  1.47664309e-03 -4.52619860e-02  1.47664402e-03 -4.52620801e-02 
 3.31131121e+02  1.44141928e-03 -4.47194554e-02  1.44142020e-03 -4.47195506e-02 
 3.34965439e+02  1.40707229e-03 -4.41839884e-02  1.40707321e-03 -4.41840847e-02 
 3.38844156e+02  1.37357861e-03 -4.36554738e-02  1.37357952e-03 -4.36555712e-02 
 3.42767787e+02  1.34091544e-03 -4.31338027e-02  1.34091635e-03 -4.31339012e-02 
 3.46736850e+02  1.30906067e-03 -4.26188685e-02  1.30906157e-03 -4.26189681e-02 
 3.50751874e+02  1.27799282e-03 -4.21105671e-02  1.27799373e-03 -4.21106679e-02 
 3.54813389e+02  1.24769109e-03 -4.16087964e-02  1.24769199e-03 -4.16088983e-02 
 3.58921935e+02  1.21813524e-03 -4.11134563e-02  1.21813614e-03 -4.11135594e-02 
 3.63078055e+02  1.18930568e-03 -4.06244490e-02  1.18930657e-03 -4.06245532e-02 
 3.67282300e+02  1.16118335e-03 -4.01416786e-02  1.16118424e-03 -4.01417840e-02 
 3.71535229e+02  1.13374976e-03 -3.96650510e-02  1.13375065e-03 -3.96651577e-02 
 3.75837404e+02  1.10698696e-03 -3.91944744e-02  1.10698784e-03 -3.91945823e-02 
 3.80189396e+02  1.08087751e-03 -3.87298583e-02  1.08087839e-03 -3.87299675e-02 
 3.84591782e+02  1.05540447e-03 -3.82711145e-02  1.05540534e-03 -3.82712248e-02 
 3.89045145e+02  1.03055139e-03 -3.78181561e-02  1.03055226e-03 -3.78182677e-02 
 3.93550075e+02  1.00630228e-03 -3.73708981e-02  1.00630314e-03 -3.73710111e-02 
 3.98107171e+02  9.82641603e-04 -3.69292573e-02  9.82642466e-04 -3.69293715e-02 
 4.02717034e+02  9.59554276e-04 -3.64931519e-02  9.59555134e-04 -3.64932674e-02 
 4.07380278e+02  9.37025622e-04 -3.60625016e-02  9.37026477e-04 -3.60626184e-02 
 4.12097519e+02  9.15041383e-04 -3.56372277e-02  9.15042233e-04 -3.56373459e-02 
 4.16869383e+02  8.93587695e-04 -3.52172532e-02  8.93588541e-04 -3.52173728e-02 
 4.21696503e+02  8.72651082e-04 -3.48025022e-02  8.72651924e-04 -3.48026232e-02 
 4.26579519e+02  8.52218440e-04 -3.43929004e-02  8.52219277e-04 -3.43930228e-02 
 4.31519077e+02  8.32277024e-04 -3.39883749e-02  8.32277857e-04 -3.39884986e-02 
 4.36515832e+02  8.12814441e-04 -3.35888539e-02  8.12815270e-04 -3.35889790e-02 
 4.41570447e+02  7.93818638e-04 -3.31942671e-02  7.93819462e-04 -3.31943937e-02 
 4.46683592e+02  7.75277888e-04 -3.28045455e-02  7.75278707e-04 -3.28046735e-02 
 4.51855944e+02  7.57180785e-04 -3.24196212e-02  7.57181599e-04 -3.24197507e-02 
 4.57088190e+02  7.39516230e-04 -3.20394276e-02  7.39517040e-04 -3.20395586e-02 
 4.62381021e+02  7.22273425e-04 -3.16638992e-02  7.22274230e-04 -3.16640317e-02 
 4.67735141e+02  7.05441861e-04 -3.12929718e-02  7.05442661e-04 -3.12931059e-02 
 4.73151259e+02  6.89011312e-04 -3.09265822e-02  6.89012106e-04 -3.09267178e-02 
 4.78630092e+02  6.72971823e-04 -3.05646682e-02  6.72972613e-04 -3.05648053e-02 
 4.84172368e+02  6.57313708e-04 -3.02071689e-02  6.57314493e-04 -3.02073076e-02 
 4.89778819e+02  6.42027535e-04 -2.98540243e-02  6.42028314e-04 -2.98541646e-02 
 4.95450191e+02  6.27104122e-04 -2.95051754e-02  6.27104895e-04 -2.95053173e-02 
 5.01187234e+02  6.12534530e-04 -2.91605642e-02  6.12535298e-04 -2.91607078e-02 
 5.06990708e+02  5.98310055e-04 -2.88201338e-02  5.98310817e-04 -2.88202791e-02 
 5.12861384e+02  5.84422222e-04 -2.84838282e-02  5.84422978e-04 -2.84839751e-02 
 5.18800039e+02  5.70862776e-04 -2.81515922e-02  5.70863527e-04 -2.81517408e-02 
 5.24807460e+02  5.57623680e-04 -2.78233717e-02  5.57624425e-04 -2.78235219e-02 
 5.30884444e+02  5.44697104e-04 -2.74991132e-02  5.44697843e-04 -2.74992652e-02 
 5.37031796e+02  5.32075422e-04 -2.71787644e-02  5.32076154e-04 -2.71789182e-02 
 5.43250331e+02  5.19751204e-04 -2.68622737e-02  5.19751929e-04 -2.68624293e-02 
 5.49540874e+02  5.07717213e-04 -2.65495903e-02  5.07717933e-04 -2.65497477e-02 
 5.55904257e+02  4.95966400e-04 -2.62406643e-02  4.95967112e-04 -2.62408234e-02 
 5.62341325e+02  4.84491893e-04 -2.59354464e-02  4.84492598e-04 -2.59356074e-02 
 5.68852931e+02  4.73286999e-04 -2.56338883e-02  4.73287697e-04 -2.56340512e-02 
 5.75439937e+02  4.62345195e-04 -2.53359424e-02  4.62345887e-04 -2.53361072e-02 
 5.82103218e+02  4.51660125e-04 -2.50415619e-02  4.51660809e-04 -2.50417285e-02 
 5.88843655e+02  4.41225594e-04 -2.47507004e-02  4.41226271e-04 -2.47508690e-02 
 5.95662144e+02  4.31035564e-04 -2.44633127e-02  4.31036233e-04 -2.44634832e-02 
 6.02559586e+02  4.21084150e-04 -2.41793540e-02  4.21084812e-04 -2.41795264e-02 
 6.09536897e+02  4.11365617e-04 -2.38987802e-02  4.11366270e-04 -2.38989546e-02 
 6.16595002e+02  4.01874372e-04 -2.36215479e-02  4.01875018e-04 -2.36217244e-02 
 6.23734835e+02  3.92604965e-04 -2.33476145e-02  3.92605603e-04 -2.33477930e-02 
 6.30957344e+02  3.83552082e-04 -2.30769379e-02  3.83552711e-04 -2.30771184e-02 
 6.38263486e+02  3.74710542e-04 -2.28094765e-02  3.74711163e-04 -2.28096592e-02 
 6.45654229e+02  3.66075294e-04 -2.25451897e-02  3.66075905e-04 -2.25453744e-02 
 6.53130553e+02  3.57641411e-04 -2.22840371e-02  3.57642014e-04 -2.22842239e-02 
 6.60693448e+02  3.49404092e-04 -2.20259791e-02  3.49404686e-04 -2.20261681e-02 
 6.68343918e+02  3.41358653e-04 -2.17709768e-02  3.41359237e-04 -2.17711679e-02 
 6.76082975e+02  3.33500527e-04 -2.15189915e-02  3.33501101e-04 -2.15191849e-02 
 6.83911647e+02  3.25825259e-04 -2.12699855e-02  3.25825824e-04 -2.12701811e-02 
 6.91830971e+02  3.18328507e-04 -2.10239213e-02  3.18329062e-04 -2.10241192e-02 
 6.99841996e+02  3.11006033e-04 -2.07807622e-02  3.11006577e-04 -2.07809624e-02 
 7.07945784e+02  3.03853704e-04 -2.05404719e-02  3.03854238e-04 -2.05406743e-02 
 7.16143410e+02  2.96867491e-04 -2.03030145e-02  2.96868014e-04 -2.03032193e-02 
 7.24435960e+02  2.90043461e-04 -2.00683548e-02  2.90043973e-04 -2.00685620e-02 
 7.32824533e+02  2.83377779e-04 -1.98364582e-02  2.83378280e-04 -1.98366677e-02 
 7.41310241e+02  2.76866703e-04 -1.96072902e-02  2.76867193e-04 -1.96075022e-02 
 7.49894209e+02  2.70506584e-04 -1.93808172e-02  2.70507062e-04 -1.93810316e-02 
 7.58577575e+02  2.64293860e-04 -1.91570058e-02  2.64294326e-04 -1.91572227e-02 
 7.67361489e+02  2.58225057e-04 -1.89358232e-02  2.58225511e-04 -1.89360426e-02 
 7.76247117e+02  2.52296785e-04 -1.87172370e-02  2.52297227e-04 -1.87174589e-02 
 7.85235635e+02  2.46505738e-04 -1.85012152e-02  2.46506167e-04 -1.85014397e-02 
 7.94328235e+02  2.40848687e-04 -1.82877265e-02  2.40849103e-04 -1.82879536e-02 
 8.03526122e+02  2.35322485e-04 -1.80767396e-02  2.35322887e-04 -1.80769694e-02 
 8.12830516e+02  2.29924057e-04 -1.78682241e-02  2.29924446e-04 -1.78684565e-02 
 8.22242650e+02  2.24650406e-04 -1.76621496e-02  2.24650781e-04 -1.76623847e-02 
 8.31763771e+02  2.19498605e-04 -1.74584864e-02  2.19498966e-04 -1.74587242e-02 
 8.41395142e+02  2.14465799e-04 -1.72572051e-02  2.14466145e-04 -1.72574457e-02 
 8.51138038e+02  2.09549201e-04 -1.70582767e-02  2.09549532e-04 -1.70585201e-02 
 8.60993752e+02  2.04746091e-04 -1.68616726e-02  2.04746407e-04 -1.68619188e-02 
 8.70963590e+02  2.00053815e-04 -1.66673646e-02  2.00054115e-04 -1.66676135e-02 
 8.81048873e+02  1.95469780e-04 -1.64753247e-02  1.95470064e-04 -1.64755766e-02 
 8.91250938e+02  1.90991460e-04 -1.62855257e-02  1.90991727e-04 -1.62857804e-02 
 9.01571138e+02  1.86616384e-04 -1.60979402e-02  1.86616635e-04 -1.60981980e-02 
 9.12010839e+02  1.82342145e-04 -1.59125417e-02  1.82342379e-04 -1.59128024e-02 
 9.22571427e+02  1.78166390e-04 -1.57293037e-02  1.78166606e-04 -1.57295674e-02 
 9.33254301e+02  1.74086823e-04 -1.55482002e-02  1.74087021e-04 -1.55484670e-02 
 9.44060876e+02  1.70101203e-04 -1.53692055e-02  1.70101383e-04 -1.53694753e-02 
 9.54992586e+02  1.66207344e-04 -1.51922942e-02  1.66207505e-04 -1.51925671e-02 
 9.66050879e+02  1.62403108e-04 -1.50174413e-02  1.62403251e-04 -1.50177174e-02 
 9.77237221e+02  1.58686413e-04 -1.48446220e-02  1.58686535e-04 -1.48449013e-02 
 9.88553095e+02  1.55055221e-04 -1.46738121e-02  1.55055323e-04 -1.46740947e-02 
 1.00000000e+03  1.51507546e-04 -1.45049875e-02  1.51507627e-04 -1.45052733e-02 
 1.01157945e+03  1.48041447e-04 -1.43381243e-02  1.48041508e-04 -1.43384134e-02 
 1.02329299e+03  1.44655032e-04 -1.41731992e-02  1.44655071e-04 -1.41734916e-02 
 1.03514217e+03  1.41346450e-04 -1.40101890e-02  1.41346468e-04 -1.40104848e-02 
 1.04712855e+03  1.38113897e-04 -1.38490709e-02  1.38113891e-04 -1.38493701e-02 
 1.05925373e+03  1.34955608e-04 -1.36898223e-02  1.34955580e-04 -1.36901250e-02 
 1.07151931e+03  1.31869863e-04 -1.35324209e-02  1.31869811e-04 -1.35327272e-02 
 1.08392691e+03  1.28854980e-04 -1.33768449e-02  1.28854905e-04 -1.33771547e-02 
 1.09647820e+03  1.25909320e-04 -1.32230724e-02  1.25909219e-04 -1.32233858e-02 
 1.10917482e+03  1.23031278e-04 -1.30710821e-02  1.23031153e-04 -1.30713991e-02 
 1.12201845e+03  1.20219291e-04 -1.29208528e-02  1.20219140e-04 -1.29211734e-02 
 1.13501082e+03  1.17471831e-04 -1.27723636e-02  1.17471653e-04 -1.27726880e-02 
 1.14815362e+03  1.14787404e-04 -1.26255940e-02  1.14787199e-04 -1.26259221e-02 
 1.16144861e+03  1.12164555e-04 -1.24805235e-02  1.12164322e-04 -1.24808554e-02 
 1.17489755e+03  1.09601859e-04 -1.23371320e-02  1.09601599e-04 -1.23374677e-02 
 1.18850223e+03  1.07097928e-04 -1.21953998e-02  1.07097639e-04 -1.21957394e-02 
 1.20226443e+03  1.04651405e-04 -1.20553071e-02  1.04651086e-04 -1.20556506e-02 
 1.21618600e+03  1.02260963e-04 -1.19168347e-02  1.02260614e-04 -1.19171822e-02 
 1.23026877e+03  9.99253097e-05 -1.17799634e-02  9.99249292e-05 -1.17803149e-02 
 1.24451461e+03  9.76431799e-05 -1.16446743e-02  9.76427677e-05 -1.16450299e-02 
 1.25892541e+03  9.54133395e-05 -1.15109489e-02  9.54128948e-05 -1.15113086e-02 
 1.27350308e+03  9.32345828e-05 -1.13787687e-02  9.32341049e-05 -1.13791325e-02 
 1.28824955e+03  9.11057323e-05 -1.12481155e-02  9.11052205e-05 -1.12484835e-02 
 1.30316678e+03  8.90256380e-05 -1.11189713e-02  8.90250915e-05 -1.11193436e-02 
 1.31825674e+03  8.69931767e-05 -1.09913185e-02  8.69925946e-05 -1.09916951e-02 
 1.33352143e+03  8.50072513e-05 -1.08651394e-02  8.50066328e-05 -1.08655204e-02 
 1.34896288e+03  8.30667904e-05 -1.07404169e-02  8.30661346e-05 -1.07408023e-02 
 1.36458314e+03  8.11707473e-05 -1.06171338e-02  8.11700535e-05 -1.06175237e-02 
 1.38038426e+03  7.93181000e-05 -1.04952732e-02  7.93173671e-05 -1.04956676e-02 
 1.39636836e+03  7.75078499e-05 -1.03748185e-02  7.75070772e-05 -1.03752175e-02 
 1.41253754e+03  7.57390218e-05 -1.02557532e-02  7.57382083e-05 -1.02561568e-02 
 1.42889396e+03  7.40106632e-05 -1.01380611e-02  7.40098079e-05 -1.01384693e-02 
 1.44543977e+03  7.23218437e-05 -1.00217260e-02  7.23209457e-05 -1.00221389e-02 
 1.46217717e+03  7.06716543e-05 -9.90673208e-03  7.06707126e-05 -9.90714982e-03 
 1.47910839e+03  6.90592074e-05 -9.79306370e-03  6.90582210e-05 -9.79348627e-03 
 1.49623566e+03  6.74836358e-05 -9.68070534e-03  6.74826036e-05 -9.68113281e-03 
 1.51356125e+03  6.59440925e-05 -9.56964171e-03  6.59430134e-05 -9.57007412e-03 
 1.53108746e+03  6.44397499e-05 -9.45985770e-03  6.44386229e-05 -9.46029511e-03 
 1.54881662e+03  6.29697999e-05 -9.35133837e-03  6.29686238e-05 -9.35178084e-03 
 1.56675107e+03  6.15334528e-05 -9.24406896e-03  6.15322266e-05 -9.24451656e-03 
 1.58489319e+03  6.01299375e-05 -9.13803492e-03  6.01286599e-05 -9.13848770e-03 
 1.60324539e+03  5.87585005e-05 -9.03322183e-03  5.87571704e-05 -9.03367985e-03 
 1.62181010e+03  5.74184057e-05 -8.92961549e-03  5.74170219e-05 -8.93007881e-03 
 1.64058977e+03  5.61089343e-05 -8.82720183e-03  5.61074954e-05 -8.82767051e-03 
 1.65958691e+03  5.48293839e-05 -8.72596696e-03  5.48278887e-05 -8.72644107e-03 
 1.67880402e+03  5.35790682e-05 -8.62589719e-03  5.35775154e-05 -8.62637678e-03 
 1.69824365e+03  5.23573171e-05 -8.52697894e-03  5.23557054e-05 -8.52746409e-03 
 1.71790839e+03  5.11634757e-05 -8.42919884e-03  5.11618036e-05 -8.42968960e-03 
 1.73780083e+03  4.99969043e-05 -8.33254365e-03  4.99951705e-05 -8.33304009e-03 
 1.75792361e+03  4.88569780e-05 -8.23700031e-03  4.88551811e-05 -8.23750249e-03 
 1.77827941e+03  4.77430863e-05 -8.14255589e-03  4.77412248e-05 -8.14306389e-03 
 1.79887092e+03  4.66546328e-05 -8.04919764e-03  4.66527051e-05 -8.04971151e-03 
 1.81970086e+03  4.55910346e-05 -7.95691294e-03  4.55890393e-05 -7.95743277e-03 
 1.84077200e+03  4.45517227e-05 -7.86568935e-03  4.45496581e-05 -7.86621519e-03 
 1.86208714e+03  4.35361408e-05 -7.77551455e-03  4.35340054e-05 -7.77604648e-03 
 1.88364909e+03  4.25437457e-05 -7.68637637e-03  4.25415377e-05 -7.68691446e-03 
 1.90546072e+03  4.15740065e-05 -7.59826281e-03  4.15717243e-05 -7.59880712e-03 
 1.92752491e+03  4.06264046e-05 -7.51116197e-03  4.06240465e-05 -7.51171259e-03 
 1.94984460e+03  3.97004333e-05 -7.42506214e-03  3.96979975e-05 -7.42561912e-03 
 1.97242274e+03  3.87955977e-05 -7.33995170e-03  3.87930825e-05 -7.34051513e-03 
 1.99526231e+03  3.79114142e-05 -7.25581920e-03  3.79088176e-05 -7.25638916e-03 
 2.01836636e+03  3.70474102e-05 -7.17265333e-03  3.70447304e-05 -7.17322988e-03 
 2.04173794e+03  3.62031242e-05 -7.09044288e-03  3.62003592e-05 -7.09102611e-03 
 2.06538016e+03  3.53781052e-05 -7.00917681e-03  3.53752530e-05 -7.00976679e-03 
 2.08929613e+03  3.45719124e-05 -6.92884419e-03  3.45689710e-05 -6.92944099e-03 
 2.11348904e+03  3.37841154e-05 -6.84943421e-03  3.37810828e-05 -6.85003793e-03 
 2.13796209e+03  3.30142936e-05 -6.77093622e-03  3.30111676e-05 -6.77154692e-03 
 2.16271852e+03  3.22620360e-05 -6.69333966e-03  3.22588144e-05 -6.69395744e-03 
 2.18776162e+03  3.15269411e-05 -6.61663412e-03  3.15236217e-05 -6.61725905e-03 
 2.21309471e+03  3.08086166e-05 -6.54080930e-03  3.08051972e-05 -6.54144146e-03 
 2.23872114e+03  3.01066792e-05 -6.46585502e-03  3.01031573e-05 -6.46649450e-03 
 2.26464431e+03  2.94207544e-05 -6.39176123e-03  2.94171277e-05 -6.39240812e-03 
 2.29086765e+03  2.87504762e-05 -6.31851799e-03  2.87467424e-05 -6.31917236e-03 
 2.31739465e+03  2.80954873e-05 -6.24611548e-03  2.80916437e-05 -6.24677743e-03 
 2.34422882e+03  2.74554383e-05 -6.17454399e-03  2.74514824e-05 -6.17521360e-03 
 2.37137371e+03  2.68299878e-05 -6.10379393e-03  2.68259171e-05 -6.10447129e-03 
 2.39883292e+03  2.62188025e-05 -6.03385582e-03  2.62146142e-05 -6.03454102e-03 
 2.42661010e+03  2.56215565e-05 -5.96472028e-03  2.56172479e-05 -5.96541342e-03 
 2.45470892e+03  2.50379314e-05 -5.89637808e-03  2.50334997e-05 -5.89707923e-03 
 2.48313311e+03  2.44676163e-05 -5.82882004e-03  2.44630586e-05 -5.82952931e-03 
 2.51188643e+03  2.39103072e-05 -5.76203713e-03  2.39056206e-05 -5.76275461e-03 
 2.54097271e+03  2.33657071e-05 -5.69602041e-03  2.33608886e-05 -5.69674620e-03 
 2.57039578e+03  2.28335259e-05 -5.63076104e-03  2.28285725e-05 -5.63149524e-03 
 2.60015956e+03  2.23134801e-05 -5.56625031e-03  2.23083885e-05 -5.56699300e-03 
 2.63026799e+03  2.18052927e-05 -5.50247957e-03  2.18000598e-05 -5.50323086e-03 
 2.66072506e+03  2.13086930e-05 -5.43944030e-03  2.13033154e-05 -5.44020029e-03 
 2.69153480e+03  2.08234165e-05 -5.37712408e-03  2.08178909e-05 -5.37789287e-03 
 2.72270131e+03  2.03492049e-05 -5.31552257e-03  2.03435279e-05 -5.31630026e-03 
 2.75422870e+03  1.98858056e-05 -5.25462754e-03  1.98799736e-05 -5.25541424e-03 
 2.78612117e+03  1.94329720e-05 -5.19443086e-03  1.94269814e-05 -5.19522666e-03 
 2.81838293e+03  1.89904629e-05 -5.13492448e-03  1.89843100e-05 -5.13572949e-03 
 2.85101827e+03  1.85580428e-05 -5.07610045e-03  1.85517239e-05 -5.07691478e-03 
 2.88403150e+03  1.81354817e-05 -5.01795092e-03  1.81289928e-05 -5.01877468e-03 
 2.91742701e+03  1.77225545e-05 -4.96046813e-03  1.77158917e-05 -4.96130143e-03 
 2.95120923e+03  1.73190415e-05 -4.90364439e-03  1.73122009e-05 -4.90448734e-03 
 2.98538262e+03  1.69247281e-05 -4.84747214e-03  1.69177053e-05 -4.84832484e-03 
 3.01995172e+03  1.65394044e-05 -4.79194386e-03  1.65321953e-05 -4.79280644e-03 
 3.05492111e+03  1.61628654e-05 -4.73705215e-03  1.61554656e-05 -4.73792472e-03 
 3.09029543e+03  1.57949108e-05 -4.68278969e-03  1.57873159e-05 -4.68367236e-03 
 3.12607937e+03  1.54353448e-05 -4.62914923e-03  1.54275503e-05 -4.63004212e-03 
 3.16227766e+03  1.50839763e-05 -4.57612363e-03  1.50759775e-05 -4.57702686e-03 
 3.19889511e+03  1.47406183e-05 -4.52370581e-03  1.47324105e-05 -4.52461949e-03 
 3.23593657e+03  1.44050883e-05 -4.47188878e-03  1.43966665e-05 -4.47281304e-03 
 3.27340695e+03  1.40772077e-05 -4.42066564e-03  1.40685670e-05 -4.42160060e-03 
 3.31131121e+03  1.37568023e-05 -4.37002955e-03  1.37479376e-05 -4.37097534e-03 
 3.34965439e+03  1.34437016e-05 -4.31997377e-03  1.34346077e-05 -4.32093051e-03 
 3.38844156e+03  1.31377393e-05 -4.27049162e-03  1.31284107e-05 -4.27145944e-03 
 3.42767787e+03  1.28387525e-05 -4.22157652e-03  1.28291840e-05 -4.22255554e-03 
 3.46736850e+03  1.25465825e-05 -4.17322194e-03  1.25367683e-05 -4.17421230e-03 
 3.50751874e+03  1.22610738e-05 -4.12542144e-03  1.22510083e-05 -4.12642327e-03 
 3.54813389e+03  1.19820747e-05 -4.07816866e-03  1.19717520e-05 -4.07918208e-03 
 3.58921935e+03  1.17094370e-05 -4.03145730e-03  1.16988510e-05 -4.03248246e-03 
 3.63078055e+03  1.14430156e-05 -3.98528114e-03  1.14321603e-05 -3.98631817e-03 
 3.67282300e+03  1.11826691e-05 -3.93963403e-03  1.11715382e-05 -3.94068307e-03 
 3.71535229e+03  1.09282590e-05 -3.89450990e-03  1.09168460e-05 -3.89557108e-03 
 3.75837404e+03  1.06796501e-05 -3.84990273e-03  1.06679486e-05 -3.85097620e-03 
 3.80189396e+03  1.04367104e-05 -3.80580659e-03  1.04247136e-05 -3.80689249e-03 
 3.84591782e+03  1.01993108e-05 -3.76221561e-03  1.01870117e-05 -3.76331408e-03 
 3.89045145e+03  9.96732502e-06 -3.71912398e-03  9.95471672e-06 -3.72023517e-03 
 3.93550075e+03  9.74062995e-06 -3.67652598e-03  9.72770520e-06 -3.67765003e-03 
 3.98107171e+03  9.51910511e-06 -3.63441592e-03  9.50585653e-06 -3.63555300e-03 
 4.02717034e+03  9.30263280e-06 -3.59278822e-03  9.28905284e-06 -3.59393846e-03 
 4.07380278e+03  9.09109804e-06 -3.55163733e-03  9.07717898e-06 -3.55280089e-03 
 4.12097519e+03  8.88438844e-06 -3.51095778e-03  8.87012239e-06 -3.51213481e-03 
 4.16869383e+03  8.68239421e-06 -3.47074415e-03  8.66777308e-06 -3.47193481e-03 
 4.21696503e+03  8.48500806e-06 -3.43099110e-03  8.47002357e-06 -3.43219555e-03 
 4.26579519e+03  8.29212514e-06 -3.39169334e-03  8.27676883e-06 -3.39291173e-03 
 4.31519077e+03  8.10364301e-06 -3.35284564e-03  8.08790622e-06 -3.35407814e-03 
 4.36515832e+03  7.91946158e-06 -3.31444284e-03  7.90333543e-06 -3.31568961e-03 
 4.41570447e+03  7.73948301e-06 -3.27647983e-03  7.72295843e-06 -3.27774103e-03 
 4.46683592e+03  7.56361174e-06 -3.23895156e-03  7.54667945e-06 -3.24022737e-03 
 4.51855944e+03  7.39175436e-06 -3.20185304e-03  7.37440486e-06 -3.20314362e-03 
 4.57088190e+03  7.22381962e-06 -3.16517934e-03  7.20604319e-06 -3.16648487e-03 
 4.62381021e+03  7.05971835e-06 -3.12892559e-03  7.04150503e-06 -3.13024623e-03 
 4.67735141e+03  6.89936340e-06 -3.09308697e-03  6.88070301e-06 -3.09442290e-03 
 4.73151259e+03  6.74266963e-06 -3.05765871e-03  6.72355177e-06 -3.05901011e-03 
 4.78630092e+03  6.58955385e-06 -3.02263610e-03  6.56996784e-06 -3.02400315e-03 
 4.84172368e+03  6.43993476e-06 -2.98801449e-03  6.41986970e-06 -2.98939737e-03 
 4.89778819e+03  6.29373293e-06 -2.95378928e-03  6.27317765e-06 -2.95518817e-03 
 4.95450191e+03  6.15087074e-06 -2.91995592e-03  6.12981381e-06 -2.92137101e-03 
 5.01187234e+03  6.01127234e-06 -2.88650991e-03  5.98970207e-06 -2.88794139e-03 
 5.06990708e+03  5.87486363e-06 -2.85344682e-03  5.85276806e-06 -2.85489487e-03 
 5.12861384e+03  5.74157218e-06 -2.82076224e-03  5.71893907e-06 -2.82222706e-03 
 5.18800039e+03  5.61132725e-06 -2.78845184e-03  5.58814407e-06 -2.78993362e-03 
 5.24807460e+03  5.48405970e-06 -2.75651132e-03  5.46031363e-06 -2.75801025e-03 
 5.30884444e+03  5.35970197e-06 -2.72493644e-03  5.33537989e-06 -2.72645273e-03 
 5.37031796e+03  5.23818806e-06 -2.69372300e-03  5.21327653e-06 -2.69525685e-03 
 5.43250331e+03  5.11945345e-06 -2.66286687e-03  5.09393875e-06 -2.66441848e-03 
 5.49540874e+03  5.00343515e-06 -2.63236393e-03  4.97730321e-06 -2.63393351e-03 
 5.55904257e+03  4.89007155e-06 -2.60221015e-03  4.86330800e-06 -2.60379790e-03 
 5.62341325e+03  4.77930251e-06 -2.57240151e-03  4.75189261e-06 -2.57400765e-03 
 5.68852931e+03  4.67106923e-06 -2.54293405e-03  4.64299791e-06 -2.54455879e-03 
 5.75439937e+03  4.56531426e-06 -2.51380387e-03  4.53656611e-06 -2.51544742e-03 
 5.82103218e+03  4.46198149e-06 -2.48500709e-03  4.43254073e-06 -2.48666968e-03 
 5.88843655e+03  4.36101607e-06 -2.45653990e-03  4.33086656e-06 -2.45822174e-03 
 5.95662144e+03  4.26236442e-06 -2.42839850e-03  4.23148964e-06 -2.43009982e-03 
 6.02559586e+03  4.16597420e-06 -2.40057917e-03  4.13435723e-06 -2.40230019e-03 
 6.09536897e+03  4.07179424e-06 -2.37307821e-03  4.03941778e-06 -2.37481915e-03 
 6.16595002e+03  3.97977458e-06 -2.34589197e-03  3.94662093e-06 -2.34765307e-03 
 6.23734835e+03  3.88986638e-06 -2.31901684e-03  3.85591741e-06 -2.32079834e-03 
 6.30957344e+03  3.80202193e-06 -2.29244925e-03  3.76725911e-06 -2.29425138e-03 
 6.38263486e+03  3.71619463e-06 -2.26618568e-03  3.68059898e-06 -2.26800867e-03 
 6.45654229e+03  3.63233892e-06 -2.24022263e-03  3.59589103e-06 -2.24206674e-03 
 6.53130553e+03  3.55041033e-06 -2.21455667e-03  3.51309031e-06 -2.21642213e-03 
 6.60693448e+03  3.47036536e-06 -2.18918439e-03  3.43215290e-06 -2.19107145e-03 
 6.68343918e+03  3.39216157e-06 -2.16410241e-03  3.35303584e-06 -2.16601132e-03 
 6.76082975e+03  3.31575744e-06 -2.13930741e-03  3.27569716e-06 -2.14123843e-03 
 6.83911647e+03  3.24111245e-06 -2.11479610e-03  3.20009582e-06 -2.11674947e-03 
 6.91830971e+03  3.16818699e-06 -2.09056522e-03  3.12619171e-06 -2.09254122e-03 
 6.99841996e+03  3.09694237e-06 -2.06661156e-03  3.05394562e-06 -2.06861044e-03 
 7.07945784e+03  3.02734079e-06 -2.04293194e-03  2.98331922e-06 -2.04495397e-03 
 7.16143410e+03  2.95934533e-06 -2.01952322e-03  2.91427503e-06 -2.02156866e-03 
