 frequency       v(/u_vc)        v(/u_vc)        v(/u_d)         v(/u_d)        
 7.24435960e+03  2.89291990e-06 -1.99638229e-03  2.84677643e-06 -1.99845142e-03 
 7.32824533e+03  2.82802929e-06 -1.97350608e-03  2.78078760e-06 -1.97559917e-03 
 7.41310241e+03  2.76463904e-06 -1.95089155e-03  2.71627354e-06 -1.95300888e-03 
 7.49894209e+03  2.70271555e-06 -1.92853571e-03  2.65320001e-06 -1.93067756e-03 
 7.58577575e+03  2.64222596e-06 -1.90643558e-03  2.59153356e-06 -1.90860223e-03 
 7.67361489e+03  2.58313818e-06 -1.88458824e-03  2.53124148e-06 -1.88677998e-03 
 7.76247117e+03  2.52542086e-06 -1.86299078e-03  2.47229176e-06 -1.86520791e-03 
 7.85235635e+03  2.46904339e-06 -1.84164034e-03  2.41465315e-06 -1.84388314e-03 
 7.94328235e+03  2.41397586e-06 -1.82053409e-03  2.35829506e-06 -1.82280287e-03 
 8.03526122e+03  2.36018907e-06 -1.79966923e-03  2.30318760e-06 -1.80196428e-03 
 8.12830516e+03  2.30765447e-06 -1.77904298e-03  2.24930153e-06 -1.78136461e-03 
 8.22242650e+03  2.25634421e-06 -1.75865262e-03  2.19660826e-06 -1.76100113e-03 
 8.31763771e+03  2.20623107e-06 -1.73849544e-03  2.14507985e-06 -1.74087114e-03 
 8.41395142e+03  2.15728846e-06 -1.71856875e-03  2.09468895e-06 -1.72097197e-03 
 8.51138038e+03  2.10949043e-06 -1.69886993e-03  2.04540884e-06 -1.70130098e-03 
 8.60993752e+03  2.06281162e-06 -1.67939635e-03  1.99721337e-06 -1.68185556e-03 
 8.70963590e+03  2.01722728e-06 -1.66014544e-03  1.95007698e-06 -1.66263312e-03 
 8.81048873e+03  1.97271323e-06 -1.64111463e-03  1.90397466e-06 -1.64363112e-03 
 8.91250938e+03  1.92924586e-06 -1.62230141e-03  1.85888195e-06 -1.62484704e-03 
 9.01571138e+03  1.88680211e-06 -1.60370327e-03  1.81477494e-06 -1.60627839e-03 
 9.12010839e+03  1.84535947e-06 -1.58531776e-03  1.77163023e-06 -1.58792270e-03 
 9.22571427e+03  1.80489597e-06 -1.56714243e-03  1.72942492e-06 -1.56977754e-03 
 9.33254301e+03  1.76539014e-06 -1.54917488e-03  1.68813664e-06 -1.55184050e-03 
 9.44060876e+03  1.72682104e-06 -1.53141271e-03  1.64774348e-06 -1.53410920e-03 
 9.54992586e+03  1.68916820e-06 -1.51385357e-03  1.60822401e-06 -1.51658130e-03 
 9.66050879e+03  1.65241167e-06 -1.49649514e-03  1.56955726e-06 -1.49925445e-03 
 9.77237221e+03  1.61653194e-06 -1.47933511e-03  1.53172273e-06 -1.48212638e-03 
 9.88553095e+03  1.58150999e-06 -1.46237121e-03  1.49470035e-06 -1.46519480e-03 
 1.00000000e+04  1.54732725e-06 -1.44560118e-03  1.45847047e-06 -1.44845748e-03 
