 frequency       v(/u_vc)        v(/u_vc)        v(/u_d)         v(/u_d)        
 2.72270131e+02  2.18253992e-03 -5.38974523e-02  2.14904466e-03 -5.63083127e-02 
 2.75422870e+02  2.13015434e-03 -5.32115954e-02  2.09504377e-03 -5.56511572e-02 
 2.78612117e+02  2.07915957e-03 -5.25347958e-02  2.04239470e-03 -5.50034471e-02 
 2.81838293e+02  2.02951693e-03 -5.18668896e-02  1.99105764e-03 -5.43650244e-02 
 2.85101827e+02  1.98118902e-03 -5.12077163e-02  1.94099401e-03 -5.37357351e-02 
 2.88403150e+02  1.93413973e-03 -5.05571196e-02  1.89216647e-03 -5.31154293e-02 
 2.91742701e+02  1.88833413e-03 -4.99149464e-02  1.84453885e-03 -5.25039606e-02 
 2.95120923e+02  1.84373848e-03 -4.92810475e-02  1.79807609e-03 -5.19011863e-02 
 2.98538262e+02  1.80032012e-03 -4.86552767e-02  1.75274423e-03 -5.13069676e-02 
 3.01995172e+02  1.75804752e-03 -4.80374914e-02  1.70851034e-03 -5.07211686e-02 
 3.05492111e+02  1.71689014e-03 -4.74275521e-02  1.66534248e-03 -5.01436572e-02 
 3.09029543e+02  1.67681849e-03 -4.68253222e-02  1.62320967e-03 -4.95743042e-02 
 3.12607937e+02  1.63780400e-03 -4.62306681e-02  1.58208186e-03 -4.90129838e-02 
 3.16227766e+02  1.59981908e-03 -4.56434594e-02  1.54192988e-03 -4.84595732e-02 
 3.19889511e+02  1.56283700e-03 -4.50635679e-02  1.50272540e-03 -4.79139524e-02 
 3.23593657e+02  1.52683193e-03 -4.44908686e-02  1.46444093e-03 -4.73760045e-02 
 3.27340695e+02  1.49177887e-03 -4.39252388e-02  1.42704974e-03 -4.68456153e-02 
 3.31131121e+02  1.45765363e-03 -4.33665583e-02  1.39052588e-03 -4.63226733e-02 
 3.34965439e+02  1.42443281e-03 -4.28147097e-02  1.35484410e-03 -4.58070697e-02 
 3.38844156e+02  1.39209377e-03 -4.22695774e-02  1.31997988e-03 -4.52986982e-02 
 3.42767787e+02  1.36061460e-03 -4.17310484e-02  1.28590935e-03 -4.47974551e-02 
 3.46736850e+02  1.32997412e-03 -4.11990120e-02  1.25260928e-03 -4.43032393e-02 
 3.50751874e+02  1.30015182e-03 -4.06733594e-02  1.22005707e-03 -4.38159517e-02 
 3.54813389e+02  1.27112785e-03 -4.01539838e-02  1.18823072e-03 -4.33354958e-02 
 3.58921935e+02  1.24288305e-03 -3.96407808e-02  1.15710880e-03 -4.28617774e-02 
 3.63078055e+02  1.21539885e-03 -3.91336475e-02  1.12667041e-03 -4.23947042e-02 
 3.67282300e+02  1.18865729e-03 -3.86324830e-02  1.09689520e-03 -4.19341866e-02 
 3.71535229e+02  1.16264104e-03 -3.81371884e-02  1.06776331e-03 -4.14801365e-02 
 3.75837404e+02  1.13733331e-03 -3.76476663e-02  1.03925538e-03 -4.10324683e-02 
 3.80189396e+02  1.11271788e-03 -3.71638211e-02  1.01135251e-03 -4.05910982e-02 
 3.84591782e+02  1.08877908e-03 -3.66855587e-02  9.84036240e-04 -4.01559446e-02 
 3.89045145e+02  1.06550176e-03 -3.62127869e-02  9.57288536e-04 -3.97269274e-02 
 3.93550075e+02  1.04287131e-03 -3.57454147e-02  9.31091781e-04 -3.93039690e-02 
 3.98107171e+02  1.02087359e-03 -3.52833527e-02  9.05428742e-04 -3.88869930e-02 
 4.02717034e+02  9.99494982e-04 -3.48265129e-02  8.80282563e-04 -3.84759254e-02 
 4.07380278e+02  9.78722327e-04 -3.43748087e-02  8.55636742e-04 -3.80706936e-02 
 4.12097519e+02  9.58542948e-04 -3.39281549e-02  8.31475114e-04 -3.76712268e-02 
 4.16869383e+02  9.38944620e-04 -3.34864674e-02  8.07781841e-04 -3.72774562e-02 
 4.21696503e+02  9.19915572e-04 -3.30496635e-02  7.84541389e-04 -3.68893143e-02 
 4.26579519e+02  9.01444469e-04 -3.26176616e-02  7.61738514e-04 -3.65067356e-02 
 4.31519077e+02  8.83520410e-04 -3.21903812e-02  7.39358248e-04 -3.61296559e-02 
 4.36515832e+02  8.66132919e-04 -3.17677431e-02  7.17385884e-04 -3.57580131e-02 
 4.41570447e+02  8.49271935e-04 -3.13496688e-02  6.95806956e-04 -3.53917461e-02 
 4.46683592e+02  8.32927809e-04 -3.09360813e-02  6.74607230e-04 -3.50307959e-02 
 4.51855944e+02  8.17091294e-04 -3.05269041e-02  6.53772684e-04 -3.46751047e-02 
 4.57088190e+02  8.01753546e-04 -3.01220618e-02  6.33289497e-04 -3.43246165e-02 
 4.62381021e+02  7.86906112e-04 -2.97214801e-02  6.13144031e-04 -3.39792766e-02 
 4.67735141e+02  7.72540930e-04 -2.93250853e-02  5.93322816e-04 -3.36390319e-02 
 4.73151259e+02  7.58650327e-04 -2.89328045e-02  5.73812537e-04 -3.33038309e-02 
 4.78630092e+02  7.45227011e-04 -2.85445656e-02  5.54600018e-04 -3.29736234e-02 
 4.84172368e+02  7.32264074e-04 -2.81602975e-02  5.35672208e-04 -3.26483608e-02 
 4.89778819e+02  7.19754984e-04 -2.77799293e-02  5.17016160e-04 -3.23279959e-02 
 4.95450191e+02  7.07693594e-04 -2.74033911e-02  4.98619024e-04 -3.20124832e-02 
 5.01187234e+02  6.96074130e-04 -2.70306134e-02  4.80468025e-04 -3.17017782e-02 
 5.06990708e+02  6.84891201e-04 -2.66615276e-02  4.62550448e-04 -3.13958383e-02 
 5.12861384e+02  6.74139794e-04 -2.62960651e-02  4.44853623e-04 -3.10946222e-02 
 5.18800039e+02  6.63815280e-04 -2.59341583e-02  4.27364906e-04 -3.07980900e-02 
 5.24807460e+02  6.53913415e-04 -2.55757396e-02  4.10071663e-04 -3.05062033e-02 
 5.30884444e+02  6.44430341e-04 -2.52207422e-02  3.92961254e-04 -3.02189252e-02 
 5.37031796e+02  6.35362595e-04 -2.48690993e-02  3.76021008e-04 -2.99362204e-02 
 5.43250331e+02  6.26707113e-04 -2.45207447e-02  3.59238211e-04 -2.96580549e-02 
 5.49540874e+02  6.18461232e-04 -2.41756123e-02  3.42600084e-04 -2.93843962e-02 
 5.55904257e+02  6.10622703e-04 -2.38336362e-02  3.26093758e-04 -2.91152134e-02 
 5.62341325e+02  6.03189697e-04 -2.34947508e-02  3.09706260e-04 -2.88504773e-02 
 5.68852931e+02  5.96160812e-04 -2.31588905e-02  2.93424483e-04 -2.85901599e-02 
 5.75439937e+02  5.89535089e-04 -2.28259900e-02  2.77235167e-04 -2.83342351e-02 
 5.82103218e+02  5.83312017e-04 -2.24959836e-02  2.61124875e-04 -2.80826781e-02 
 5.88843655e+02  5.77491554e-04 -2.21688061e-02  2.45079960e-04 -2.78354660e-02 
 5.95662144e+02  5.72074133e-04 -2.18443918e-02  2.29086546e-04 -2.75925775e-02 
 6.02559586e+02  5.67060686e-04 -2.15226751e-02  2.13130494e-04 -2.73539930e-02 
 6.09536897e+02  5.62452659e-04 -2.12035901e-02  1.97197370e-04 -2.71196944e-02 
 6.16595002e+02  5.58252030e-04 -2.08870708e-02  1.81272417e-04 -2.68896657e-02 
 6.23734835e+02  5.54461332e-04 -2.05730506e-02  1.65340515e-04 -2.66638926e-02 
 6.30957344e+02  5.51083679e-04 -2.02614628e-02  1.49386146e-04 -2.64423627e-02 
 6.38263486e+02  5.48122789e-04 -1.99522400e-02  1.33393357e-04 -2.62250654e-02 
 6.45654229e+02  5.45583013e-04 -1.96453146e-02  1.17345710e-04 -2.60119922e-02 
 6.53130553e+02  5.43469369e-04 -1.93406182e-02  1.01226247e-04 -2.58031367e-02 
 6.60693448e+02  5.41787573e-04 -1.90380816e-02  8.50174325e-05 -2.55984944e-02 
 6.68343918e+02  5.40544078e-04 -1.87376350e-02  6.87011040e-05 -2.53980634e-02 
 6.76082975e+02  5.39746114e-04 -1.84392077e-02  5.22584172e-05 -2.52018436e-02 
 6.83911647e+02  5.39401734e-04 -1.81427282e-02  3.56697838e-05 -2.50098376e-02 
 6.91830971e+02  5.39519863e-04 -1.78481238e-02  1.89148063e-05 -2.48220503e-02 
 6.99841996e+02  5.40110347e-04 -1.75553206e-02  1.97220707e-06 -2.46384893e-02 
 7.07945784e+02  5.41184019e-04 -1.72642435e-02 -1.51802481e-05 -2.44591646e-02 
 7.16143410e+02  5.42752756e-04 -1.69748162e-02 -3.25658332e-05 -2.42840893e-02 
 7.24435960e+02  5.44829552e-04 -1.66869605e-02 -5.02089517e-05 -2.41132793e-02 
 7.32824533e+02  5.47428595e-04 -1.64005971e-02 -6.81352351e-05 -2.39467536e-02 
 7.41310241e+02  5.50565349e-04 -1.61156443e-02 -8.63716489e-05 -2.37845343e-02 
 7.49894209e+02  5.54256645e-04 -1.58320190e-02 -1.04946609e-04 -2.36266469e-02 
 7.58577575e+02  5.58520788e-04 -1.55496356e-02 -1.23890110e-04 -2.34731207e-02 
 7.67361489e+02  5.63377658e-04 -1.52684066e-02 -1.43233859e-04 -2.33239885e-02 
 7.76247117e+02  5.68848841e-04 -1.49882416e-02 -1.63011433e-04 -2.31792871e-02 
 7.85235635e+02  5.74957756e-04 -1.47090479e-02 -1.83258441e-04 -2.30390575e-02 
 7.94328235e+02  5.81729807e-04 -1.44307297e-02 -2.04012709e-04 -2.29033451e-02 
 8.03526122e+02  5.89192542e-04 -1.41531882e-02 -2.25314478e-04 -2.27722001e-02 
 8.12830516e+02  5.97375835e-04 -1.38763212e-02 -2.47206623e-04 -2.26456776e-02 
 8.22242650e+02  6.06312082e-04 -1.36000228e-02 -2.69734902e-04 -2.25238379e-02 
 8.31763771e+02  6.16036421e-04 -1.33241832e-02 -2.92948217e-04 -2.24067471e-02 
 8.41395142e+02  6.26586974e-04 -1.30486882e-02 -3.16898913e-04 -2.22944771e-02 
 8.51138038e+02  6.38005117e-04 -1.27734193e-02 -3.41643109e-04 -2.21871063e-02 
 8.60993752e+02  6.50335778e-04 -1.24982528e-02 -3.67241056e-04 -2.20847199e-02 
 8.70963590e+02  6.63627769e-04 -1.22230596e-02 -3.93757543e-04 -2.19874104e-02 
 8.81048873e+02  6.77934155e-04 -1.19477048e-02 -4.21262347e-04 -2.18952781e-02 
 8.91250938e+02  6.93312670e-04 -1.16720473e-02 -4.49830733e-04 -2.18084315e-02 
 9.01571138e+02  7.09826174e-04 -1.13959391e-02 -4.79544009e-04 -2.17269884e-02 
 9.12010839e+02  7.27543168e-04 -1.11192247e-02 -5.10490156e-04 -2.16510759e-02 
 9.22571427e+02  7.46538377e-04 -1.08417408e-02 -5.42764518e-04 -2.15808317e-02 
 9.33254301e+02  7.66893392e-04 -1.05633153e-02 -5.76470594e-04 -2.15164046e-02 
 9.44060876e+02  7.88697405e-04 -1.02837665e-02 -6.11720914e-04 -2.14579554e-02 
 9.54992586e+02  8.12048028e-04 -1.00029027e-02 -6.48638032e-04 -2.14056579e-02 
 9.66050879e+02  8.37052219e-04 -9.72052087e-03 -6.87355646e-04 -2.13597000e-02 
 9.77237221e+02  8.63827337e-04 -9.43640607e-03 -7.28019861e-04 -2.13202847e-02 
 9.88553095e+02  8.92502326e-04 -9.15033001e-03 -7.70790626e-04 -2.12876316e-02 
 1.00000000e+03  9.23219069e-04 -8.86205011e-03 -8.15843358e-04 -2.12619781e-02 
 1.01157945e+03  9.56133925e-04 -8.57130812e-03 -8.63370796e-04 -2.12435810e-02 
 1.02329299e+03  9.91419482e-04 -8.27782871e-03 -9.13585114e-04 -2.12327181e-02 
 1.03514217e+03  1.02926657e-03 -7.98131795e-03 -9.66720332e-04 -2.12296903e-02 
 1.04712855e+03  1.06988654e-03 -7.68146151e-03 -1.02303508e-03 -2.12348233e-02 
 1.05925373e+03  1.11351393e-03 -7.37792281e-03 -1.08281580e-03 -2.12484702e-02 
 1.07151931e+03  1.16040950e-03 -7.07034091e-03 -1.14638036e-03 -2.12710137e-02 
 1.08392691e+03  1.21086375e-03 -6.75832822e-03 -1.21408232e-03 -2.13028691e-02 
 1.09647820e+03  1.26520097e-03 -6.44146790e-03 -1.28631581e-03 -2.13444872e-02 
 1.10917482e+03  1.32378399e-03 -6.11931113e-03 -1.36352123e-03 -2.13963574e-02 
 1.12201845e+03  1.38701969e-03 -5.79137398e-03 -1.44619184e-03 -2.14590120e-02 
 1.13501082e+03  1.45536541e-03 -5.45713403e-03 -1.53488151e-03 -2.15330296e-02 
 1.14815362e+03  1.52933651e-03 -5.11602666e-03 -1.63021377e-03 -2.16190396e-02 
 1.16144861e+03  1.60951523e-03 -4.76744100e-03 -1.73289245e-03 -2.17177274e-02 
 1.17489755e+03  1.69656111e-03 -4.41071553e-03 -1.84371427e-03 -2.18298394e-02 
 1.18850223e+03  1.79122341e-03 -4.04513328e-03 -1.96358362e-03 -2.19561884e-02 
 1.20226443e+03  1.89435577e-03 -3.66991676e-03 -2.09353026e-03 -2.20976602e-02 
 1.21618600e+03  2.00693368e-03 -3.28422253e-03 -2.23473030e-03 -2.22552194e-02 
 1.23026877e+03  2.13007546e-03 -2.88713556e-03 -2.38853133e-03 -2.24299167e-02 
 1.24451461e+03  2.26506735e-03 -2.47766357e-03 -2.55648255e-03 -2.26228949e-02 
 1.25892541e+03  2.41339377e-03 -2.05473139e-03 -2.74037109e-03 -2.28353963e-02 
 1.27350308e+03  2.57677390e-03 -1.61717592e-03 -2.94226590e-03 -2.30687679e-02 
 1.28824955e+03  2.75720613e-03 -1.16374203e-03 -3.16457102e-03 -2.33244664e-02 
 1.30316678e+03  2.95702206e-03 -6.93080379e-04 -3.41009044e-03 -2.36040606e-02 
 1.31825674e+03  3.17895267e-03 -2.03748166e-04 -3.68210737e-03 -2.39092303e-02 
 1.33352143e+03  3.42620937e-03  3.05785217e-04 -3.98448140e-03 -2.42417589e-02 
 1.34896288e+03  3.70258367e-03  8.37125103e-04 -4.32176802e-03 -2.46035177e-02 
 1.36458314e+03  4.01257014e-03  1.39192708e-03 -4.69936592e-03 -2.49964354e-02 
 1.38038426e+03  4.36151815e-03  1.97185538e-03 -5.12369879e-03 -2.54224485e-02 
 1.39636836e+03  4.75581947e-03  2.57851559e-03 -5.60244000e-03 -2.58834188e-02 
 1.41253754e+03  5.20313980e-03  3.21334915e-03 -6.14478976e-03 -2.63810067e-02 
 1.42889396e+03  5.71270356e-03  3.87747085e-03 -6.76181602e-03 -2.69164747e-02 
 1.44543977e+03  6.29564185e-03  4.57142212e-03 -7.46687060e-03 -2.74903903e-02 
 1.46217717e+03  6.96541206e-03  5.29479900e-03 -8.27609086e-03 -2.81021783e-02 
 1.47910839e+03  7.73829296e-03  6.04569545e-03 -9.20899107e-03 -2.87494505e-02 
 1.49623566e+03  8.63394672e-03  6.81987463e-03 -1.02891328e-02 -2.94270106e-02 
 1.51356125e+03  9.67601234e-03  7.60954300e-03 -1.15448316e-02 -3.01253809e-02 
 1.53108746e+03  1.08926415e-02  8.40155293e-03 -1.30097917e-02 -3.08286451e-02 
 1.54881662e+03  1.23167850e-02  9.17480189e-03 -1.47234392e-02 -3.15113286e-02 
 1.56675107e+03  1.39858527e-02  9.89655049e-03 -1.67304985e-02 -3.21339842e-02 
 1.58489319e+03  1.59400517e-02  1.05173973e-02 -1.90789786e-02 -3.26371738e-02 
 1.60324539e+03  1.82182058e-02  1.09648503e-02 -2.18151336e-02 -3.29337767e-02 
 1.62181010e+03  2.08491866e-02  1.11360732e-02 -2.49731571e-02 -3.29003276e-02 
 1.64058977e+03  2.38364694e-02  1.08918918e-02 -2.85566379e-02 -3.23698939e-02 
 1.65958691e+03  2.71336069e-02  1.00570026e-02 -3.25091506e-02 -3.11324273e-02 
 1.67880402e+03  3.06114739e-02  8.43538759e-03 -3.66750424e-02 -2.89533857e-02 
 1.69824365e+03  3.40266966e-02  5.85259962e-03 -4.07617513e-02 -2.56245694e-02 
 1.71790839e+03  3.70149182e-02  2.23051650e-03 -4.43320434e-02 -2.10537893e-02 
 1.73780083e+03  3.91421519e-02 -2.32379869e-03 -4.68659613e-02 -1.53712073e-02 
 1.75792361e+03  4.00283025e-02 -7.46948442e-03 -4.79091447e-02 -8.98711521e-03 
 1.77827941e+03  3.94976245e-02 -1.26859347e-02 -4.72530240e-02 -2.52648942e-03 
 1.79887092e+03  3.76594550e-02 -1.74303589e-02 -4.50309718e-02  3.36027928e-03 
 1.81970086e+03  3.48567298e-02 -2.13091400e-02 -4.16558533e-02  8.20265143e-03 
 1.84077200e+03  3.15230178e-02 -2.41600257e-02 -3.76482500e-02  1.18079005e-02 
 1.86208714e+03  2.80460638e-02 -2.60234657e-02 -3.34729494e-02  1.42261742e-02 
 1.88364909e+03  2.46989898e-02 -2.70575162e-02 -2.94568018e-02  1.56481668e-02 
 1.90546072e+03  2.16360689e-02 -2.74570179e-02 -2.57839891e-02  1.63081867e-02 
 1.92752491e+03  1.89208940e-02 -2.74036580e-02 -2.25300110e-02  1.64243908e-02 
 1.94984460e+03  1.65599809e-02 -2.70451944e-02 -1.97020659e-02  1.61740125e-02 
 1.97242274e+03  1.45294258e-02 -2.64925237e-02 -1.72710291e-02  1.56899567e-02 
 1.99526231e+03  1.27923114e-02 -2.58246980e-02 -1.51923034e-02  1.50668881e-02 
 2.01836636e+03  1.13086647e-02 -2.50960778e-02 -1.34177307e-02  1.43698502e-02 
 2.04173794e+03  1.00404980e-02 -2.43429984e-02 -1.19016085e-02  1.36422799e-02 
 2.06538016e+03  8.95395773e-03 -2.35891071e-02 -1.06032442e-02  1.29124165e-02 
 2.08929613e+03  8.01991975e-03 -2.28493269e-02 -9.48765335e-03  1.21980572e-02 
 2.11348904e+03  7.21382520e-03 -2.21326797e-02 -8.52534988e-03  1.15099417e-02 
 2.13796209e+03  6.51519430e-03 -2.14442477e-02 -7.69175569e-03  1.08541023e-02 
 2.16271852e+03  5.90704565e-03 -2.07865173e-02 -6.96649844e-03  1.02334730e-02 
 2.18776162e+03  5.37532945e-03 -2.01602896e-02 -6.33272813e-03  9.64897865e-03 
 2.21309471e+03  4.90842038e-03 -1.95652941e-02 -5.77650650e-03  9.10026922e-03 
 2.23872114e+03  4.49668392e-03 -1.90006004e-02 -5.28628522e-03  8.58621111e-03 
 2.26464431e+03  4.13211477e-03 -1.84648916e-02 -4.85247120e-03  8.10521406e-03 
 2.29086765e+03  3.80803993e-03 -1.79566458e-02 -4.46706978e-03  7.65544711e-03 
 2.31739465e+03  3.51887669e-03 -1.74742544e-02 -4.12339405e-03  7.23497960e-03 
 2.34422882e+03  3.25993647e-03 -1.70160981e-02 -3.81582927e-03  6.84187176e-03 
 2.37137371e+03  3.02726580e-03 -1.65805952e-02 -3.53964207e-03  6.47423133e-03 
 2.39883292e+03  2.81751764e-03 -1.61662297e-02 -3.29082591e-03  6.13024754e-03 
 2.42661010e+03  2.62784693e-03 -1.57715681e-02 -3.06597587e-03  5.80820995e-03 
 2.45470892e+03  2.45582565e-03 -1.53952664e-02 -2.86218674e-03  5.50651736e-03 
 2.48313311e+03  2.29937367e-03 -1.50360729e-02 -2.67697002e-03  5.22368016e-03 
 2.51188643e+03  2.15670210e-03 -1.46928266e-02 -2.50818608e-03  4.95831869e-03 
 2.54097271e+03  2.02626683e-03 -1.43644540e-02 -2.35398845e-03  4.70915892e-03 
 2.57039578e+03  1.90673029e-03 -1.40499646e-02 -2.21277794e-03  4.47502683e-03 
 2.60015956e+03  1.79692981e-03 -1.37484454e-02 -2.08316475e-03  4.25484196e-03 
 2.63026799e+03  1.69585136e-03 -1.34590553e-02 -1.96393702e-03  4.04761067e-03 
 2.66072506e+03  1.60260772e-03 -1.31810201e-02 -1.85403467e-03  3.85241949e-03 
 2.69153480e+03  1.51642024e-03 -1.29136268e-02 -1.75252749e-03  3.66842867e-03 
 2.72270131e+03  1.43660345e-03 -1.26562184e-02 -1.65859681e-03  3.49486601e-03 
 2.75422870e+03  1.36255222e-03 -1.24081896e-02 -1.57152005e-03  3.33102118e-03 
 2.78612117e+03  1.29373088e-03 -1.21689821e-02 -1.49065771e-03  3.17624031e-03 
 2.81838293e+03  1.22966392e-03 -1.19380805e-02 -1.41544225e-03  3.02992116e-03 
 2.85101827e+03  1.16992822e-03 -1.17150087e-02 -1.34536876e-03  2.89150857e-03 
 2.88403150e+03  1.11414630e-03 -1.14993266e-02 -1.27998692e-03  2.76049038e-03 
 2.91742701e+03  1.06198063e-03 -1.12906267e-02 -1.21889413e-03  2.63639367e-03 
 2.95120923e+03  1.01312866e-03 -1.10885315e-02 -1.16172965e-03  2.51878136e-03 
 2.98538262e+03  9.67318672e-04 -1.08926908e-02 -1.10816954e-03  2.40724913e-03 
 3.01995172e+03  9.24306037e-04 -1.07027796e-02 -1.05792225e-03  2.30142258e-03 
 3.05492111e+03  8.83870115e-04 -1.05184956e-02 -1.01072490e-03  2.20095472e-03 
 3.09029543e+03  8.45811488e-04 -1.03395576e-02 -9.66339934e-04  2.10552363e-03 
 3.12607937e+03  8.09949576e-04 -1.01657037e-02 -9.24552321e-04  2.01483039e-03 
 3.16227766e+03  7.76120556e-04 -9.99668968e-03 -8.85167026e-04  1.92859715e-03 
 3.19889511e+03  7.44175541e-04 -9.83228749e-03 -8.48006850e-04  1.84656542e-03 
 3.23593657e+03  7.13978986e-04 -9.67228408e-03 -8.12910520e-04  1.76849452e-03 
 3.27340695e+03  6.85407283e-04 -9.51648012e-03 -7.79731014e-04  1.69416011e-03 
 3.31131121e+03  6.58347530e-04 -9.36468897e-03 -7.48334085e-04  1.62335292e-03 
 3.34965439e+03  6.32696444e-04 -9.21673567e-03 -7.18596961e-04  1.55587756e-03 
 3.38844156e+03  6.08359392e-04 -9.07245606e-03 -6.90407194e-04  1.49155146e-03 
 3.42767787e+03  5.85249548e-04 -8.93169595e-03 -6.63661642e-04  1.43020386e-03 
 3.46736850e+03  5.63287128e-04 -8.79431039e-03 -6.38265566e-04  1.37167493e-03 
 3.50751874e+03  5.42398723e-04 -8.66016296e-03 -6.14131825e-04  1.31581496e-03 
 3.54813389e+03  5.22516697e-04 -8.52912518e-03 -5.91180161e-04  1.26248360e-03 
 3.58921935e+03  5.03578652e-04 -8.40107591e-03 -5.69336559e-04  1.21154917e-03 
 3.63078055e+03  4.85526950e-04 -8.27590085e-03 -5.48532676e-04  1.16288803e-03 
 3.67282300e+03  4.68308286e-04 -8.15349205e-03 -5.28705332e-04  1.11638404e-03 
 3.71535229e+03  4.51873303e-04 -8.03374745e-03 -5.09796047e-04  1.07192798e-03 
 3.75837404e+03  4.36176245e-04 -7.91657051e-03 -4.91750634e-04  1.02941710e-03 
 3.80189396e+03  4.21174649e-04 -7.80186980e-03 -4.74518824e-04  9.88754649e-04 
 3.84591782e+03  4.06829065e-04 -7.68955871e-03 -4.58053933e-04  9.49849490e-04 
 3.89045145e+03  3.93102802e-04 -7.57955505e-03 -4.42312563e-04  9.12615704e-04 
 3.93550075e+03  3.79961699e-04 -7.47178086e-03 -4.27254327e-04  8.76972240e-04 
 3.98107171e+03  3.67373922e-04 -7.36616205e-03 -4.12841604e-04  8.42842604e-04 
 4.02717034e+03  3.55309773e-04 -7.26262820e-03 -3.99039312e-04  8.10154549e-04 
 4.07380278e+03  3.43741520e-04 -7.16111233e-03 -3.85814712e-04  7.78839809e-04 
 4.12097519e+03  3.32643247e-04 -7.06155067e-03 -3.73137217e-04  7.48833837e-04 
 4.16869383e+03  3.21990709e-04 -6.96388244e-03 -3.60978230e-04  7.20075575e-04 
 4.21696503e+03  3.11761204e-04 -6.86804974e-03 -3.49310986e-04  6.92507230e-04 
 4.26579519e+03  3.01933459e-04 -6.77399730e-03 -3.38110418e-04  6.66074077e-04 
 4.31519077e+03  2.92487524e-04 -6.68167237e-03 -3.27353026e-04  6.40724265e-04 
 4.36515832e+03  2.83404669e-04 -6.59102455e-03 -3.17016765e-04  6.16408644e-04 
 4.41570447e+03  2.74667301e-04 -6.50200567e-03 -3.07080934e-04  5.93080604e-04 
 4.46683592e+03  2.66258879e-04 -6.41456966e-03 -2.97526082e-04  5.70695920e-04 
 4.51855944e+03  2.58163841e-04 -6.32867242e-03 -2.88333918e-04  5.49212615e-04 
 4.57088190e+03  2.50367534e-04 -6.24427170e-03 -2.79487228e-04  5.28590826e-04 
 4.62381021e+03  2.42856148e-04 -6.16132704e-03 -2.70969802e-04  5.08792680e-04 
 4.67735141e+03  2.35616666e-04 -6.07979963e-03 -2.62766363e-04  4.89782184e-04 
 4.73151259e+03  2.28636801e-04 -5.99965224e-03 -2.54862503e-04  4.71525113e-04 
 4.78630092e+03  2.21904953e-04 -5.92084913e-03 -2.47244627e-04  4.53988916e-04 
 4.84172368e+03  2.15410161e-04 -5.84335596e-03 -2.39899895e-04  4.37142616e-04 
 4.89778819e+03  2.09142062e-04 -5.76713976e-03 -2.32816174e-04  4.20956728e-04 
 4.95450191e+03  2.03090851e-04 -5.69216881e-03 -2.25981993e-04  4.05403175e-04 
 5.01187234e+03  1.97247245e-04 -5.61841258e-03 -2.19386499e-04  3.90455209e-04 
 5.06990708e+03  1.91602453e-04 -5.54584170e-03 -2.13019415e-04  3.76087345e-04 
 5.12861384e+03  1.86148139e-04 -5.47442790e-03 -2.06871010e-04  3.62275287e-04 
 5.18800039e+03  1.80876401e-04 -5.40414392e-03 -2.00932057e-04  3.48995871e-04 
 5.24807460e+03  1.75779738e-04 -5.33496349e-03 -1.95193808e-04  3.36226998e-04 
 5.30884444e+03  1.70851028e-04 -5.26686127e-03 -1.89647961e-04  3.23947586e-04 
 5.37031796e+03  1.66083506e-04 -5.19981282e-03 -1.84286634e-04  3.12137512e-04 
 5.43250331e+03  1.61470742e-04 -5.13379454e-03 -1.79102341e-04  3.00777566e-04 
 5.49540874e+03  1.57006620e-04 -5.06878363e-03 -1.74087966e-04  2.89849400e-04 
 5.55904257e+03  1.52685321e-04 -5.00475807e-03 -1.69236742e-04  2.79335490e-04 
 5.62341325e+03  1.48501305e-04 -4.94169658e-03 -1.64542233e-04  2.69219091e-04 
 5.68852931e+03  1.44449296e-04 -4.87957857e-03 -1.59998310e-04  2.59484197e-04 
 5.75439937e+03  1.40524265e-04 -4.81838412e-03 -1.55599139e-04  2.50115508e-04 
 5.82103218e+03  1.36721420e-04 -4.75809397e-03 -1.51339159e-04  2.41098393e-04 
 5.88843655e+03  1.33036187e-04 -4.69868943e-03 -1.47213071e-04  2.32418858e-04 
 5.95662144e+03  1.29464203e-04 -4.64015244e-03 -1.43215820e-04  2.24063513e-04 
 6.02559586e+03  1.26001302e-04 -4.58246548e-03 -1.39342585e-04  2.16019547e-04 
 6.09536897e+03  1.22643504e-04 -4.52561155e-03 -1.35588762e-04  2.08274697e-04 
 6.16595002e+03  1.19387008e-04 -4.46957419e-03 -1.31949956e-04  2.00817222e-04 
 6.23734835e+03  1.16228179e-04 -4.41433743e-03 -1.28421968e-04  1.93635879e-04 
 6.30957344e+03  1.13163540e-04 -4.35988575e-03 -1.25000785e-04  1.86719902e-04 
 6.38263486e+03  1.10189764e-04 -4.30620409e-03 -1.21682570e-04  1.80058976e-04 
 6.45654229e+03  1.07303670e-04 -4.25327785e-03 -1.18463651e-04  1.73643216e-04 
 6.53130553e+03  1.04502208e-04 -4.20109280e-03 -1.15340518e-04  1.67463152e-04 
 6.60693448e+03  1.01782457e-04 -4.14963514e-03 -1.12309807e-04  1.61509704e-04 
 6.68343918e+03  9.91416208e-05 -4.09889146e-03 -1.09368299e-04  1.55774168e-04 
 6.76082975e+03  9.65770156e-05 -4.04884869e-03 -1.06512909e-04  1.50248197e-04 
 6.83911647e+03  9.40860691e-05 -3.99949415e-03 -1.03740681e-04  1.44923788e-04 
 6.91830971e+03  9.16663135e-05 -3.95081547e-03 -1.01048782e-04  1.39793262e-04 
 6.99841996e+03  8.93153801e-05 -3.90280062e-03 -9.84344932e-05  1.34849252e-04 
